indicator,iso3,year,value,source,downloaded_at,is_estimate,n_countries
AG.LND.FRST.ZS,CHL,2024,24.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2010,54.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2011,54.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2012,54.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2013,54.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2014,54.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2015,54.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2016,54.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2017,53.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2018,53.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2019,53.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2020,53.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2021,53.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2022,53.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2023,53.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,COL,2024,52.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2010,56.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2011,56.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2012,56.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2013,57.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2014,57.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2015,57.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2016,57.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2017,58.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2018,58.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2019,58.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2020,59.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2021,59.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2022,59.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2023,60.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CRI,2024,60.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2010,28.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2011,28.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2012,28.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2013,29.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2014,29.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2015,29.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2016,29.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2017,29.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2018,30.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2019,30.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2020,30.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2021,30.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2022,30.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2023,31.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,CUB,2024,31.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2010,41.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2011,41.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2012,41.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2013,41.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2014,42.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2015,42.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2016,42.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2017,42.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2018,43.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2019,43.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2020,43.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2021,43.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2022,44.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2023,44.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,DOM,2024,44.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2010,52.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2011,52.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2012,52.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2013,51.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2014,51.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2015,51.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2016,51.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2017,51.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2018,50.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2019,50.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2020,50.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2021,50.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2022,50.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2023,50.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,ECU,2024,49.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2010,35.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2011,35.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2012,34.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2013,34.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2014,34.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2015,34.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2016,34.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2017,34.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2018,33.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2019,33.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2020,33.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2021,33.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2022,33.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2023,33.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,GTM,2024,32.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2010,58.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2011,58.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2012,57.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2013,57.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2014,57.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2015,57.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2016,57.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2017,57.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2018,57.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2019,56.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2020,56.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2021,56.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2022,56.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2023,56.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HND,2024,56.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2010,13.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2011,13.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2012,13.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2013,13.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2014,13.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2015,12.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2016,12.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2017,12.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2018,12.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2019,12.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2020,12.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2021,12.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2022,12.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2023,12.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,HTI,2024,12.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LATAM_AVG,2010,40.3,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2011,40.3,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2012,40.2,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2013,40.1,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2014,40.0,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2015,40.0,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2016,39.9,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2017,39.8,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2018,39.8,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2019,39.7,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2020,39.7,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2021,39.6,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2022,39.5,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2023,39.5,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LATAM_AVG,2024,39.4,Promedio simple LATAM (n=20/20 países),2026-09-24T17:00:00Z,False,20
AG.LND.FRST.ZS,LCN,2010,48.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2011,48.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2012,48.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2013,47.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2014,47.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2015,47.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2016,47.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2017,47.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2018,47.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2019,47.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2020,47.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2021,46.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2022,46.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2023,46.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,LCN,2024,46.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2010,34.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2011,34.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2012,34.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2013,34.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2014,34.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2015,34.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2016,34.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2017,34.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2018,33.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2019,33.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2020,33.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2021,33.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2022,33.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2023,33.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,MEX,2024,33.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2010,31.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2011,31.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2012,31.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2013,30.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2014,30.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2015,30.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2016,30.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2017,29.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2018,29.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2019,29.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2020,28.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2021,28.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2022,28.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2023,28.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,NIC,2024,27.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2010,31.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2011,31.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2012,31.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2013,31.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2014,31.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2015,31.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2016,31.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2017,31.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2018,31.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2019,31.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2020,31.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2021,31.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2022,31.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2023,31.7,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,OED,2024,31.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2010,58.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2011,58.3,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2012,58.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2013,58.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2014,57.9,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2015,57.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2016,57.6,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2017,57.5,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2018,57.4,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2019,57.2,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2020,57.1,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2021,57.0,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2022,56.8,World Bank API v2,2026-09-24T17:30:00Z,False,
AG.LND.FRST.ZS,PAN,2023,56.7,World Bank API v2,2026-09-24T17:30:00Z,False,
